id|Product Name|Brand|Category|Rank|Price|Rating|Weight|Available From|Est. Revenue
5572|2-pack Non-Stick Silicon Baking Mat (Circular, 8 inch) BPA Free, Reusable and easy to Wash. Great for Baking, Pizza, Tortillas and More!|Generic|Home & Kitchen|#229,446|$8.95|5.0|0.15|05/19/22|$295
5573|Silicone Baking Mat for Dutch Oven Bread String 8.3 Inch Reusable Non Stick Baking Mat with Long Handle Silicone Baking Sheets Heat Resistant Baking Bread Pad for Dough Pastry (Blue & Orange)|FGENKI|Home & Kitchen|#223,451|$9.99|4.4|0.335|02/10/23|$3,033
5574|Silicone Baking Mat,non-stick food grade Reusable Baking Mat Oven Liner Macaron Silicone Baking Mat Size:9x13 in 9.85x14.76 in &16.5x11.6 in To Make Delicious Bread and Pastries(set Of 6)|Mellyhan|Home & Kitchen|#100,592|$15.99|4.6|1.1|02/09/23|$800
5575|Reusable Silicone Air Fryer Liners by Linda’s Essentials (3 Pack) - Non Stick Easy Clean Air Fryer Liners Reusable Mats Air Fryer Accessories Includes Cheat Sheet And Recipe Book (Square (8.5 Inches))|LindasEssentials|Home & Kitchen|#8,322|$10.95|4.5|0.573|02/10/22|$29,215
5576|COOKINA Silicone Reusable Baking Mat 100% Non-Stick, Easy to Clean Cooking Sheet for Gas, Electric, Toaster and Convection Ovens, 16.5 x11-inch, White and Red|COOKINA|Home & Kitchen|#233,101|$9.99|4.6|0.331|03/18/20|$190
5577|"hofab 2PCS Silicone Baking Mat, Non-stick Reusable Baking Mat for Macarons/Pastries/Cookies-(1 Macaron Silicone Mat 1 Unpatterned Silicone Mat)11.6""x16.5"""|hofab|Home & Kitchen|#62,262|$9.99|4.5|0.571|06/13/22|$726
5578|GIR: Get It Right Premium Silicone Baking Mat - Non-Stick, Heat Resistant for Cooking, and Baking Quarter Sheet - 9 x 12, Red|GIRGetItRight|Home & Kitchen|#199,697|$8.95|3.6|0.203|07/06/16|$45
5579|"Last Confection Silicone Baking Mat - Set of 3 Non-Stick Professional Food Safe Tray Pan Liners - 2 Half Sheet (11-5/8"" x 16-1/2"") 1 Quarter Sheet (8-1/2"" x 11-1/2"")"|LastConfection|Home & Kitchen|#88,075|$12.99|4.7|0.6|12/19/18|$3,312
5580|AIERSA 2Pcs Baking Mat for Dutch Oven Bread Baking, Reusable Non-stick Bread Sling, 6.3In Long Handle for Easy Transfer of Sourdough,Bread Making Tools and Supplies,Alternative to Silicone Baking Mat|AIERSA|Home & Kitchen|#83,618|$14.99|4.0|1.001|02/21/23|$6,792
5581|"Non Stick Silicone Baking Mat Quarter Sheet Macaron - 8.2""x11.6"",Set of 2 Toaster Oven Liners For Pizza/Cookie and Bread Making, Red,By Folksy Super Kitchen (Red)"|Folksy Super Kitchen|Home & Kitchen|#142,692|$8.99|4.5|0.309|04/02/17|$2,319
5582|Silicone Baking Mat Measurement Non-slip Dough Rolling Mat，Reusable Food Grade Silicone Counter Mat for Making Cookies (11.8x15.7inch)|FUNOWN|Home & Kitchen|#429,400|$6.99||0.441|05/09/23|
5583|WMKGG 6 Pack Air Fryer Oven Liners Set, 9 x 11 Inch Reusable Non-Stick Toaster Oven Mats Compatible with Cuisinart, Breville, Ninja Foodi, Kalorik, Emeril Lagasse|WMKGG|Home & Kitchen|#1,212|$9.99|4.4|0.265|02/27/23|$81,999
5584|"WildCow Silicone Baking Mats Quarter Sheet Toaster Oven Pan Liner Small, Set of 2 (Thick 11 3/4” x 8 1/4""), Nonstick Reusable Cooking Mats"|WildCow|Home & Kitchen|#268,165|$14.95|4.5|0.311|02/10/17|$60
5585|Wireless Earbuds Bluetooth 5.3 Headphones 60 Hrs Playtime Sports Ear buds with Wireless Charging Case & LED Power Display Over-ear Earphones with Earhooks Waterproof Stereo Bass Headset for Workout|CAPOXO|Electronics|#76|$39.99|4.8|0.331|05/13/23|$513,704
5586|JOYWISE Bluetooth Headphones, Wireless Headphones 15H Playtime Wireless Earbuds with Mic Stereo in-Ear Earphones, IPX7 Waterproof Sports Headphones Sound Isolation Headsets for Running, Gym, Workout|WirelessEarbuds|Electronics|#1,549|$18.99|4.3|0.22|01/31/23|$31,903
5587|Bluetooth Headphones, Bluetooth 5.2 Stereo aptX Wireless Earbuds Bass Magnetic IPX7 Waterproof Bluetooth Earbuds Bulit-in Mic with 24H Playtime, Lightweight Neckband Earphones for Sport, Gym, Running|Thauker|Electronics|#3,672|$25.99|4.2|0.13|01/04/23|$5,294
5588|MEE audio Pebbles Wireless Earbuds: Low Profile in-Ear Bluetooth Headphones with Headset Microphone & Call Noise Reduction - Lightweight Sweat-Resistant Earphones for Workouts, Gaming, Calls (Onyx)|MEEaudio|Electronics|#3,324|$29.99|4.5|0.15|04/05/23|$10,706
5589|Bluetooth Headphones Wireless Earbuds 90H Playtime with 2200mAh Charging Case Dual Power Display Ear Buds Waterproof Over Ear Earphones with Earhooks for Sport Workout Laptop TV Computer Phone Black|PocBuds|Electronics|#1,537|$29.99|4.7|0.397|05/01/23|$130,030
5590|HIYDOO Bluetooth Headphones, True Wireless Earbuds 91Hrs Playback with 1800mAh Charging Case for Android Phone, Small in-Ear Invisible Earphone with Microphone for iPhone PC Computer Laptop Sports|HIYDOO|Electronics|#133|$25.99|4.8|0.311|03/30/23|$158,408
5591|Wireless Earbuds Bluetooth Headphones 60H Playtime Ear Buds with LED Power Display Charging Case Earphones in-Ear Earbud with Microphone for Android Cell Phone Gaming Computer Laptop Sport Black|ZINGBIRD|Electronics|#88|$25.49|4.6|0.679|01/16/23|$247,529
5592|TOZO NC9 2022 Version Hybrid Active Noise Cancelling Wireless Earbuds, in Ear Headphones IPX6 Waterproof Bluetooth 5.3 Stereo Earphones, Immersive Sound Premium Deep Bass Headset Matte Black|TOZO|Electronics|#482|$39.99|4.3|0.26|06/22/22|$157,122
5593|ZIUTY Wireless Earbuds, Bluetooth 5.3 Headphones 50H Playtime with LED Digital Display Charging Case, IPX5 Waterproof Earphones with Mic for Android iOS Cell Phone Computer Laptop Sports (Black)|ZIUTY|Electronics|#198|$19.99|4.6|0.22|08/15/22|$161,042
5594|TOZO T6 True Wireless Earbuds Bluetooth 5.3 Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass Black (2022 Upgraded)|TOZO|Electronics|#40|$26.99|4.4|0.24|05/08/19|$478,767
5595|Sony WI-C310 Wireless in-Ear Headset/Headphones with Mic for Phone Call, Blue, Model Number: WI-C310/L|Sony|Electronics|#1,847|$38.00|4.3|0.176|06/01/19|$13,262
5596|Skullcandy Dime True Wireless In-Ear Bluetooth Earbuds Compatible with iPhone and Android / Charging Case and Microphone / Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Orange|Skullcandy|Electronics|#11,359|$18.00|4.2|0.163|05/11/21|$2,808
5597|Soundcore by Anker Life P3i Hybrid Active Noise Cancelling Earbuds, 4 Mics, AI-Enhanced Calls, 10mm Drivers, Powerful Sound, App for Custom EQ, 36H Playtime, Fast Charging, Transparency, Bluetooth 5.2|soundcore|Electronics|#1,122|$49.99|4.3|0.529|11/09/21|$98,507
5598|Bluetooth Headphones V5.3 Wireless Earbuds 50Hrs Battery Life with Wireless Charging Case & LED Power Display Deep Bass IPX7 Waterproof Earphones Microphone Stereo Headset for TV Smart Phone Laptop|CAPOXO|Electronics|#168|$25.99|4.4|0.22|03/13/23|$264,992
5599|Kinganda Wireless Earbuds Bluetooth 5.2 Ear Buds True Wireless Headphones,in-Ear Bluetooth Earphones,HiFi Stereo Touch Control, ENC Noise Cancelling Ear Buds with Microphone|Kinganda|Electronics|#6,386|$19.99|4.4|0.24|05/08/23|$505
5600|Open Ear Headphones, Bluetooth 5.3 Earbuds with 60H Playtime IPX7 Waterproof Wireless Earbuds Immersive Premium Sound True Wireless Open Ear Earbuds with Earhooks for Running, Walking and Workouts|Psier|Electronics|#1,282|$39.99|4.5|0.351|03/20/23|$38,466
5601|BOLOXA Bluetooth Headphones 5.3 Wireless Earbuds IPX7 Waterproof & 12Hrs Long Battery Over-Ear Stereo Bass Earphones with Earhooks Running Headset with Mic & Storage Bag for Workout Gym Sports Black|BOLOXA|Electronics|#880|$19.99|4.6|0.24|11/06/22|$28,873
5602|CAPOXO Wireless Earbuds Bluetooth 5.3 Headphones 120Hrs Playtime 2600mAh Power Display Wireless Charging Case Headset IPX7 Waterproof Sports Earphones with Over-Ear Earhooks Mics for Workout Black|CAPOXO|Electronics|#80|$29.99|5.0|0.439|05/31/23|$79,539
5603|Wireless Headphones,Bluetooth 5.3 Headphones Noise Cancelling,IPX7 Waterproof,with Charging Case Included, Over 24H Playtime in-Ear Hi-Fi Stereo,Touch Control,Wireless Earbuds for Android/iOS|WATAHATIC|Electronics|#982|$8.99|4.7|0.181|05/12/23|$53,847
5604|Wireless Earbuds, 2023 Bluetooth 5.3 Headphones HiFi Stereo, 40H Playtime in-Ear Earbud, Bluetooth Earbuds with LED Power Display, IP7 Waterproof Wireless Earphones Sport Headset for Android iOS|Csasan|Electronics|#1,161|$28.79|4.8|0.071|04/02/23|$68,495
5605|Wireless Earbuds Bluetooth Headphones 56H Playback Stereo in-Ear Earphones with Charging Case LED Power Display IPX7 Waterproof Ear Buds with Microphones for Work Fitness Sports, Black|STADOR|Electronics|#332|$29.99|5.0|0.234|06/02/23|$36,258
5606|Wireless Earbuds Noise Cancelling Bluetooth Headphones with Microphone ENC Earphones in-Ear 40H Playtime Anti-Mistouch Design Game Music Dual Mode 3D Immersive Sound (Pink)|DACOM|Electronics|#3,826|$33.99|4.3|0.399|09/27/22|$612
5607|Sony WF-C700N Truly Wireless Noise Canceling in-Ear Bluetooth Earbud Headphones with Mic and IPX4 Water Resistance, Black|Sony|Electronics|#2,032|$98.00|4.2|0.198|04/02/23|$101,158
5608|Rythflo Bluetooth Headphones,V5.2 Wireless Bluetooth Earbuds w/Mic in-Ear Magnetic Neckband Earphone 30Hrs Playtime, IPX7 Sweatproof Deep Bass Headset for Phone Call Music Sports|Rythflo|Electronics|#1,093|$32.99|4.7|0.176|07/25/22|$43,245
5609|Wireless Earbuds Bluetooth 5.3 Headphones Touch Control with Charging Case IPX7 Waterproof Immersive 3D Stereo Sound Noise Cancelling in-Ear Earphones Built-in Mic for Samsung/iOS/Android|AOSUODI|Electronics|#2,739|$9.99|4.7|0.181|04/23/23|$4,374
5610|GNMN Bluetooth Headphones Wireless Earbuds 48hrs Playback IPX7 Waterproof Earphones Over-Ear Stereo Bass Headset with Earhooks Microphone LED Battery Display for Sports/Workout/Gym Black|GNMN|Electronics|#218|$29.99|4.7|0.311|02/19/23|$196,582
5611|Bluetooth Headphones V5.3 Wireless Earbuds 50Hrs Battery Life with Wireless Charging Case & LED Power Display Deep Bass IPX7 Waterproof Earphones Microphone Stereo Headset for TV Smart Phone white|CAPOXO|Electronics|#352|$29.99|5.0|0.216|06/06/23|$12,038
5612|COQOOL Bluetooth 5.3 Wireless Earbuds, XY12 Deep Bass Sound 24H Playtime IPX6 Waterproof Earphones Call Clear with Microphone in-Ear Bluetooth Headphones Comfortable for iPhone, Android|COQOOL|Electronics|#46,816|$13.99|5.0|0.26|03/11/23|$1,372
5613|Dog Grooming Brush and Metal Comb, Undercoat Rake for Dogs Grooming Supplies Dematting Deshedding Brush for Shedding, Cat Brush Deshedder Brush Dogs Shedding Tool for Long matted Haired Pets, Blue|Docrok|Pet Supplies|#468|$7.99|4.8|0.441|05/13/23|$65,318
5614|Maxpower Planet Pet Grooming Brush - Double Sided Shedding and Dematting Undercoat Rake Comb for Dogs and Cats,Extra Wide, Blue|MaxpowerPlanet|Pet Supplies|#110|$15.27|4.6|0.291|02/23/19|$296,092
5615|Cat Grooming Brush, Self Cleaning Slicker Brushes for Dogs Cats Pet Brush Tool Gently Removes Loose Undercoat, Mats Tangled Hair Massage-Self (Blue)|itPlus|Pet Supplies|#803|$9.62|4.3|0.291|08/23/20|$29,713
5616|Amazon Basics Manicure Brush, 10 Count|AmazonBasics|Our Brands|#6,190|$9.99|4.6|1.135|03/06/23|$17,610
5617|Amazon Basics 14-Inch Wire Scratch Brush, 2-Pack|AmazonBasics|Our Brands|#4,695|$10.84|4.6|0.728|10/25/21|$6,654
5618|Amazon Basics Pet Grooming Set Brush Comb Scissors Nail Clippers - 3 in 1, Stainless steel|AmazonBasics|Pet Supplies|#40,956|$28.49|4.4|0.617|11/19/19|$3,276
5619|Amazon Basics Paint Brush Set, Nylon Paint Brushes for Acrylic, Oil, Watercolor, 10 Brush Sizes|AmazonBasics|Arts, Crafts & Sewing|#383|$5.67|4.6|0.09|12/01/20|$26,927
5620|Amazon Basics 5-IN-1 Paint Brush Comb Tool|AmazonBasics|Our Brands|#6,183|$7.88|4.6|0.11|02/09/21|$10,569
5621|Amazon Basics Master Pro Paint Brush Set - 6 brushes|AmazonBasics|Our Brands|#5,482|$25.56|4.5|1.499|02/02/21|$33,739
5622|Amazon Basics Master Pro Paint Brush Set - 3 brushes|AmazonBasics|Our Brands|#4,990|$15.57|4.4|0.926|02/02/21|$31,789
5623|Amazon Basics Dual Tip Brush Pens - Blendable, Nylon Brush and Fine Tip, 24-Pack, Assorted|AmazonBasics|Arts, Crafts & Sewing|#3,832|$10.55|4.5|0.661|06/19/21|$5,391
5624|JASWELL Pet Grooming Tool- 2 Sided Undercoat Rake for Dogs &Cats-Safe and Effective Dematting Comb for Mats&Tangles Removing-No More Nasty Shedding or Flying Hair|JASWELL|Pet Supplies|#591|$7.29|4.6|0.291|09/08/19|$36,425
5625|Depets Self Cleaning Slicker Brush, Dog Cat Bunny Pet Grooming Shedding Brush - Easy to Remove Loose Undercoat, Pet Massaging Tool Suitable for Pets with Long or Short Hair|Depets|Pet Supplies|#594|$7.49|4.4|0.287|08/09/20|$52,184
5626|Pat Your Pet Deshedding Brush - Double-Sided Undercoat Rake for Dogs & Cats - Shedding Comb and Dematting Tool for Grooming, Extra Wide|Pat Your Pet|Pet Supplies|#703|$11.73|4.6|0.331|04/29/16|$58,175
5627|Hertzko Self-Cleaning Slicker Brush for Dogs and Cats - Shedding Hair and Fur - Comb for Grooming Long Haired and Short Haired Dogs, Cats, Rabbits, and More - Deshedding Tool - Cat Brush for Shedding|Hertzko|Pet Supplies|#66|$15.99|4.5|0.505|06/10/15|$391,405
5628|MIU COLOR Pet Grooming Brush, Deshedding Tool for Dogs & Cats, Effectively Reduces Shedding by up to 95% for Short Medium and Long Pet Hair|MIUCOLOR|Pet Supplies|#832|$13.89|4.5|0.291|06/25/13|$74,022
5629|Thstheaven Pet Grooming Brush & Nail Clippers Trimmers - Double Sided Shedding and Dematting Undercoat Rake Comb for Dogs and Cats - Safe Dematting Comb for Easy Mats & Tangles Removing (Blue), Large|Thstheaven|Pet Supplies|#28,384|$5.99|4.5|0.311|05/30/21|$485
5630|ROPO Dog Grooming Brush, Pet Shampoo Bath Brush Soothing Massage Rubber Comb with Adjustable Ring Handle for Long Short Haired Dogs and Cats 2pcs|Petsupplies|Pet Supplies|#1,863|$6.95|4.3|0.291|11/08/19|$20,433
5631|Cat Grooming Brush, Self Cleaning Slicker Brushes for Dogs Cats Pet Grooming Brush Tool Gently Removes Loose Undercoat, Mats Tangled Hair Slicker Brush for Pet Massage-Self Cleaning (Purple)|itPlus|Pet Supplies|#3,902|$9.75|4.2|0.291|10/31/21|$15,785
5632|Pet Grooming Brush - Double Sided Shedding and Dematting Undercoat Rake Comb for Dogs and Cats, Dog Grooming Brush, Dog Shedding Brush|KT Deals|Pet Supplies|#32,686|$5.99|4.5|0.181|05/10/23|$294
5633|Pet Grooming Brush, Double Sided Shedding Comb and Dematting Undercoat Rake Comb for Dogs & Cats, Dog Grooming Rakes Tools for Mats & Tangles Removing, Safe, Effective, Extra Wide, Comfort|Seducte|Pet Supplies|#27,694|$52.99|4.5|0.291|11/01/22|$19,754
5634|Hartz Groomer's Best Deshedding Slicker Dog Brush, Black/Violet|Hartz|Pet Supplies|#680|$8.16|4.4|0.201|09/05/07|$46,482
5635|MalsiPree Pet Grooming Brush, 2 in 1 Deshedding Tool & Undercoat Rake Dematting Comb for Mats & Tangles Removing, Reduces Shedding up to 95%, Great for Short to Long Hair of Medium Large Dogs|MalsiPree|Pet Supplies|#3,239|$16.99|4.7|0.584|08/13/20|$49,023
5636|Cat Grooming Brush, Self Cleaning Slicker Brushes for Dogs Cats Pet Grooming Brush Tool Gently Removes Loose Undercoat, Mats Tangled Hair Slicker Brush for Pet Massage-Self Cleaning (Gray)|itPlus|Pet Supplies|#6,194|$9.75|4.2|0.291|03/05/22|$16,868
5637|Atlamia Self Cleaning Slicker Brush,Dog Brush & Cat Brush with Massage Particles,Removes Loose Hair & Tangles,Skin Friendly & Promote Circulation-Blue|Atlamia|Pet Supplies|#659|$6.99|4.4|0.331|08/02/20|$66,111
5638|Cat Brush for Shedding, Pet Grooming Self Cleaning Slicker Brush for Cats & Dogs, Cat Deshedding Brush Easily Removes Tangles Hair and Loose Undercoat, Mats Tangled Hair Shedding Brush (Blue)|GULIGULI|Pet Supplies|#858|$8.99|4.6|0.351|08/15/22|$57,950
5639|Pet Grooming Brush Dog Grooming Rakes Tool for Mats & Tangles Removing|Seducte|Pet Supplies|#74,645|$51.99|4.4|0.291|10/13/22|$2,600
5640|Garstor Dog Brush, Cat Brush, Dog Brush for Shedding, Self Cleaning Pet Brush for Grooming Long Short Haired Dog Cats, Cat Brushes for Indoor Cats, for Dog Cat Rabbit Remove Loose Fur and Undercoat|Garstor|Pet Supplies|#1,748|$17.99|4.3|0.331|11/07/21|$43,027
5641|Self cleaning Slicker Brush, shedding and grooming tool for pets, remove loose hair, Fur, Undercoat, Mats, Tangled Hair, knots for large medium small sensitive long or short hair dogs, cats, rabbit|WOPQAEM®|Pet Supplies|#693|$13.98|4.4|0.397|06/19/21|$64,057
5642|Ruff 'N Ruffus Self-Cleaning Slicker Brush With NO- PAIN Bristles Gently Removes Loose Undercoat & Tangled Hair For Cats & Dogs Reduces Shedding by 95% +Pet Nail Clipper|RuffNRuffus®|Pet Supplies|#1,256|$14.97|4.5|0.97|04/29/19|$57,661
5643|Cat Grooming Glove Brush, RIFNEEIM Pet Deshedding Glove with Self Cleaning Slicker Brush, Efficient Pet Hair Remover Massage Tool with Enhanced Five Finger Design for Cat Dog|RIFNEEIM|Pet Supplies|#12,947|$11.99|4.2|0.679|08/11/22|$5,467
5644|Wet Brush Ultimate Grooming Pet Brush, 2-in-1 Dual Sided Detangling Pet Brush - Ultra Soft IntelliFlex Bristles Removes Loose Hair & Dirt - Pet Grooming Detangler Brush for Dogs, Cats, Rabbits - Teal|WetBrush|Pet Supplies|#4,038|$10.64|4.6|0.331|06/04/19|$19,440
5645|Cat Brush for Shedding and Grooming, Pet Self Cleaning Slicker Brush with Cat Hair Comb by KALAMANDA|KALAMANDA|Pet Supplies|#1,361|$11.99|4.5|0.375|08/12/21|$54,367
5646|"Poodle Pet Slicker Brush for Small and Large Dogs Pet Hair Remover | Effectively and Effortlessly Removes Tangles, Mats, and Loose Hair | for Short or Long Hair(Grooming Brush)"|PoodlePet|Pet Supplies|#4,438|$11.97|4.5|0.24|09/03/18|$18,445
5647|Cat Brush for Shedding, Dog Self Cleaning Slicker Grooming Brushes for Dogs Cats Pet Brush Tool Gently Removes Loose Undercoat Pets Hair Slicker Brush for Pet Massage Cleaning-Easy to Use|itPlus|Pet Supplies|#13,495|$10.99|4.3|0.22|05/08/22|$6,106
5648|DakPets Pet Grooming Brush Effectively Reduces Shedding by up to 95% Professional Deshedding Tool for Dogs and Cats|DakPets|Pet Supplies|#870|$15.47|4.4|0.291|04/15/13|$69,692
5649|Dog Bath Brush Scrubber Soft Silicone Pet Grooming Brush Bath Shampoo Massage Dispenser Shower Brush For Short Long Haired Dogs And Cats (Blue+Pink) (Pink&Yellow)|EMOOING|Pet Supplies|#5,314|$8.98|3.8|0.37|03/13/23|$12,435
5650|"Pet Grooming Brush for Dematting & Deshedding | Double Sided Comb Undercoat Rake Dogs Cats Pets with Long Hair Prone to Matting Shedding - Pink, Pink and Black"|ALNABRU-PET|Pet Supplies|#78,766|$7.77|4.5|0.311|02/13/22|$173
5651|Pet Bath Massage Brush Puppy Dog Cat Grooming Cleaning Soft (Pink)|Generic|Pet Supplies|#6,900|$5.94|4.1|0.15|10/06/22|$5,961
5652|Hartz Groomer's Best Combo Dog Brush|Hartz|Pet Supplies|#480|$6.38|4.6|0.309|06/19/21|$58,719
5653|HERTZKO Flexible Slicker Brush - Removes Loose Hair, Tangles, and Knots, Flexible Head Contours on Your Pet’s Skin - Suitable for Dogs and Cats (Single Sided Brush)|Hertzko|Pet Supplies|#8,445|$11.99|4.5|0.441|11/15/17|$9,386
5654|Cat Grooming Brush, Pets Slicker Brushes Dogs Self Clean Brush for Shedding One Button Removes Loose Undercoat Mats Tangled Hair Grooming Brush for Pets Massage-Self Cleaning Slicker Brush|Katyaa|Pet Supplies|#36,828|$9.65|4.4|1.001|11/29/20|$2,232
5655|Dry Pet Body Brush - Nylon Bristle Dry Skin Exfoliating Brush - Efficient Pets Hair Remover - Dog Washing Brush - Dry Grooming Brush Long and Short Hair Dogs & Cats & Horses|PumiceValley|Pet Supplies|#22,548|$9.97|4.5|0.331|05/26/23|$517
5656|absob Pet Grooming Cat and Dog Brush, Self-Cleaning Sliker Brush for Removes Mats, Tangles, and Loose Hair, Shedding Brush for Short or Long Haired Cats/Dogs (Orange)|absob|Pet Supplies|#2,946|$10.49|4.4|0.311|09/26/22|$13,457
5657|STARROAD-TIM Pet Grooming Glove Hair Remover Brush Gentle Deshedding Efficient Pet Mitt Pet Massage Gloves Left & Right Hand Draw Dog Cat Horse Long Short Fur (1Pair Left & Right Hand (Blue))|STARROAD-TIM|Pet Supplies|#7,377|$9.99|4.1|0.09|03/13/18|$11,296
5658|"Comotech 3PCS Dog Bath Brush | Dog Shampoo brush | Dog Scrubber for Bath | Pet-Dog Bath Massage Brush Scrubber | Dog Shower/Wash /Grooming/Washing Brush with Adjustable Ring Handle for Short & Long Haired Dogs/Cats"|Comotech|Pet Supplies|#6,646|$13.99|4.5|0.461|05/09/23|$11,537
5659|"Bodhi Dog New Grooming Pet Shampoo Brush | Soothing Massage Rubber Bristles Curry Comb for Dogs & Cats Washing | Professional Quality"|BodhiDog|Pet Supplies|#533|$11.99|4.5|0.249|05/09/16|$95,255
5660|GJEASE Cat Grooming Glove Brush,Pet Hair Remover Tool,Reusable Dog Hair Fur Remover for Carpet,Furniture,Couch,Clothes,Eco-Friendly and High efficiency|GJease|Pet Supplies|#2,974|$6.49|4.4|0.71|12/22/22|$8,386
5661|Self-Cleaning Slicker Brush Comb - Best Pet Cat Dog Grooming Long Short Hair - Shedding Loose Undercoat Tangled Haired Removes Tool - Gray|Amaou|Pet Supplies|#8,370|$7.69|4.7|0.368|02/02/23|$7,621
5662|"SleekEZ 5"" Cat/Dog/Horse Brush Grooming Tool"|SleekEZ|Pet Supplies|#745|$19.95|4.5|0.26|03/28/15|$89,206
5663|Dog rake deshedding dematting Brush Comb - Undercoat rake for Dogs, Cats, matted, Short,Long Hair Coats - Brush for Shedding, Double Row Stainless Steel pins - Reduce Shedding by 90% (Blue)|Dogi|Pet Supplies|#3,595|$12.99|4.5|0.26|09/17/16|$21,654
5664|VIWIK Dog Brush for Shedding and Grooming, Cat Brushes for Indoor Cats, Self Cleaning Slicker Dog Brush for Long Short Haired Dogs, 2 in 1 Pet Brush & Pet Hair Remover for Sensitive Dogs, Cats Blue|VIWIK|Pet Supplies|#11,645|$6.99|3.9|0.421|03/10/23|$2,352
5665|Pet Craft Supply Dog Grooming Rake Undercoat Brush 2-in-1 Pet Deshedding Dematting Detangler Tool with Double Sided Metal Comb Head for Cats and Dogs with Long or Short Pet Hair Fur|PetCraftSupplyCo|Pet Supplies|#76,593|$9.95|4.5|0.331|01/01/21|$326
5666|Dog Comb for Removes Tangles and Knots - Cat Comb for Removing Matted Fur - Grooming Tool with Stainless Steel Teeth and Non-Slip Grip Handle - Best Pet Hair Comb for Home Grooming Kit - Ebook Guide|SHINYPET®|Pet Supplies|#3,632|$12.99|4.7|0.13|05/24/18|$25,629
5667|Mr. Pen- Dog Brush for Shedding, Stainless Steel Blade, Pet Grooming Brush, Dog Shedding Brush, Cat Brush for Shedding, Dog Grooming Brush, Dog Deshedding Brush, Cat Grooming Brush, Cat Shedding Brush|MrPen|Pet Supplies|#16,676|$6.85|4.4|0.291|06/23/21|$1,383
5668|FURminator Grooming Rake, Removes Loose Hair and Tangles, Gray|FURminator|Pet Supplies|#2,052|$12.99|4.7|0.419|07/09/15|$39,903
5669|Wahl Premium Pet Double Sided Pin Bristle Brush with Patented Stacked Pin Design - Removes Loose Hair & Stimulates the Skin while Creating a Soft Coat Shine - Model 858501|Wahl|Pet Supplies|#6,094|$9.99|4.5|0.311|02/02/18|$7,218
5670|Groomer's Best Small Combo Brush for Cats and Small Dogs|Hartz|Pet Supplies|#1,801|$6.36|4.5|0.22|10/18/11|$8,142
5671|HICC GROOM! Pet Grooming Brush for Cats and Dogs, Self-Cleaning Sliker Brush for Removes Mats, Tangles, and Loose Hair, Shedding Brush for Short or Long Haired Cats/Dogs (White)|HICCGROOM|Pet Supplies|#3,279|$15.99||0.24|05/26/23|$19,620
5672|Poozle 5 in 1 Pet Grooming Kit. Interchangeable Pet Bath & Massage brush, Dematting & Deshedding comb, Bristle brush and Pin Brush. Professional quality.|Poozle|Pet Supplies|#26,957|$26.95|4.4|0.959|04/08/23|$5,794
5673|Cat Brush, Cats Pet Grooming Dematting Dog Comb for Shedding Remove Undercoat Mats Hair Pet Massage-Self Cleaning Slicker Brushes for Dogs Cats Grooming Brush Tool Pet Supplies Improves Circulation|Jopool|Pet Supplies|#13,190|$9.98|4.3|0.176|04/05/22|$5,184
5674|"Ruff 'N Ruffus Professional Double-Sided Undercoat Rake for Dogs & Cats | Gently Remove Loose Undercoat, Mats, Tangled Hair | Reduce Shedding by 95% | Bonus Nail Clipper | Premium Pet Grooming Tool"|RuffNRuffus®|Pet Supplies|#1,351|$14.97|4.6|0.461|01/05/21|$41,726
5675|Instant HEPA Quiet Air Purifier, From the Makers of Instant Pot with Plasma Ion Technology for Rooms up to 1,940ft2, removes 99% of Dust, Smoke, Odors, Pollen & Pet Hair, for Bedrooms, Offices, Pearl|Instant|Home & Kitchen|#8,811|$125.99|4.7|12.401|05/20/21|$386,259
5676|2Pack Dog Bath Brush, Dog Bath Scrubber Shampoo Dispenser Brush, Pet Bath Massage Shower Soap Brush Soft Silicone for Short & Long Haired Dogs and Cats Washing, ISWAYSTORE|ISWAYSTORE|Pet Supplies|#15,369|$13.99|4.4|0.399|06/06/23|$2,702
5677|Horicon Pet 6 In 1 Premium Dog Brush Set - Dog Grooming Brushes - Ball Pin & Bristle Brush, Curved Blade Dematting Comb, Slicker Brush, Deshedding Edge Comb, Detangling Pet Comb|HoriconPet|Pet Supplies|#12,656|$27.95|4.7|1.649|11/16/20|$10,090
5678|2 Pcs Dog Grooming Brush, Pet Shampoo Bath Brush Soothing Massage Rubber Comb,Adjustable Ring Handle, Suitable for Long Short Haired Pet.|SQRTPGD|Pet Supplies|#16,496|$5.19|4.3|0.201|07/13/21|$2,535
5679|Brillirare 2 Pack Pet Combs, Grooming Comb for Dog & Cat Massage, Shedding Brush Shell Comb, Knots, Mats, Loose Hair, Tangles Remover For Puppy, Rabbit, Bunny|Brillirare|Pet Supplies|#17,239|$3.97||0.22|05/23/23|$71
5680|WNGHUOHAA Dog Grooming Brush, Premium Pet Bath Brush for Bath - Massage - Depilation - On Wet or Dry Hair, For Long and Short Hair Dogs and Cats|WNGHUOHAA|Pet Supplies|#27,950|$4.99|4.8|0.441|03/09/23|$609
